start,STATE,LGA,Name of SEEFOR FADAMA Community Association (SFCA),Name of SEEFOR FADAMA User Groups (SFUG),Type of Sub-project Enterprise,CROP PRODUCTION,FISHERY,LIVESTOCK,POULTRY,PROCESSING,MARKETING,RURAL INFRASTRUCTURE,FORESTRY,Total Cost of Sub-Project,IDA Amount,Beneficiary Contribution,Total Amount Disbursed,Date of disbursement,Status of Sub-Project,Duration of Sub-Project Implementation,Total Number of Service Providers,Total number of enterprise beneficiaries,Number of members with access to extension services,People that has access to services support by the SEEFOR FADAMA Project,People that has access to services support by the SEEFOR FADAMA Project/Capacity building services,People that has access to services support by the SEEFOR FADAMA Project/Advisory Services,People that has access to services support by the SEEFOR FADAMA Project/People that have access to rural infrastructure services,People that has access to services support by the SEEFOR FADAMA Project/Input Support,Number of Meetings,Frequency of meetings held by Group,Average Size of Each Members’ Household,Number of Direct Beneficiaries: Male,Number of Direct Beneficiaries: Female,Number of beneficiaries under supported services: Male,Number of beneficiaries under supported services: Female,Number of Indirect Beneficiaries: Male,Number of Indirect Beneficiaries: Female,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),Crop Production: Metric Tons per Hecta,Fishery: Number of Kg,Livestock: Number of Livestock,Poultry: Number of Birds,Poultry: Crate of Eggs,Processing: Volume of Produce Processed (Kg),Number of Production Cycle,FUEF Amount Saved,Picture of Sub-project 1,Picture of Sub-project 2,GPS Coordinates of site,_GPS Coordinates of site_latitude,_GPS Coordinates of site_longitude,_GPS Coordinates of site_altitude,_GPS Coordinates of site_precision,Success Stories due to presence of intervention,Do you have any challenges?,"If yes, what is the challenge?",Risk factors,Risk factors/Militancy,Risk factors/Oil Spillage,Risk factors/Flood,Risk factors/Others,"If others, specify?",Name of Data Collector,Signature of Data Collector,Name of SEEFOR FADAMA User Groups (SFUGs),Type of enterprise,Total number of membership,Frequency of meetings held,Number of Male,Number of Female,Frequency of meetings held by Groups,Number of person employed on permanent basis (Male),Number of person employed on permanent basis (Female),Number of person employed on temporary basis (Male),Number of person employed on temporary basis (Female),People that has access to services support by the SEEFOR FADAMA Project,Amount disbursed,Duration of Sub-Project,Total Number of Service Provider,Picture of Site,GIS Coordinates of site,_GIS Coordinates of site_latitude,_GIS Coordinates of site_longitude,_GIS Coordinates of site_altitude,_GIS Coordinates of site_precision,Increase of Agricultural Production for SEEFOR FADAMA,Picture of Sub-project,calculation,Number of Indirect Beneficiaries Male ${calculation},calculation_001,Number of Indirect Beneficiaries Female ${calculation_001},Sustainability Measures,Picture of Sub-project 3,"If yes, specify?",_id,_uuid,_submission_time,_validation_status,_index
2019-09-27T08:43:40.177+01,DELTA,UDU,GOD BLESS,LOVE PLANTAINS,CROP PRODUCTION,Plantain,,,,,,,,1968200,1289600,678600,1289600,07-08-15,Completed,4 - 6 Months,4,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,7,1,4,3,7,3,7,21,49,0,0,2,2,4,,,,,,4,13000,1569570530825.jpg,1569570588330.jpg,5.5348299999999995 5.805431666666667 27.3 4.7,5.53483,5.805431667,27.3,4.7,THE IMPLEMENTATION OF THE SUBPROJECT BROUGHT UNITY AMONG GROUP MEMBERS AS THERE HAS BEEN COMMUNAL CRISIS IN THE COMMUNITY,Yes,"PEST 

LACK OF FUND TO PROCURE INSECTICIDES AND AGROCHEMICALS",,,,,,,FAITH ODERHOHWO,1569572138749.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37956877,7a0b3500-d57c-4873-9024-adb6484c3fb9,2019-10-01T06:08:25,,429
2019-09-30T05:52:00.768+01:00,EDO,IKPOBA-OKHA,OKA 2,EBESE PROGRESSIVE FARMERS MPCS,FISHERY,,Fish Pond,,,,,,,1000000,598000,402000,598000,16-08-18,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,12,12,4,9,1,9,1,4,,0,0,4,1,,2250,,,,4,4,200000,1569912033022.jpg,1569912067875.jpg,6.199258333333334 5.636236666666667 80.3 4.5,6.199258333,5.636236667,80.3,4.5,IT HAS EMPOWERED ME TO HAVE STEADY YIELD AS A RESULT OF THE INTERVENTION,Yes,MORE FUNDING,,,,,,,IkPEFAN ANTHONY,1569820244686.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37958844,0ee8f1c7-b474-4a4a-859f-008593a7e95b,2019-10-01T06:42:30,,430
2019-10-01T12:02:32.478+01:00,DELTA,UGHELI SOUTH,EFFURUN- OTOR,EFFURUN- OTOR PIG FARMERS,LIVESTOCK,,,Piggery,,,,,,4636800,3027600,1609200,3027600,28-03-19,Completed,10 - 12 Months,4,70,,Capacity building services Advisory Services Input Support People that have access to rural infrastructure services,1,1,1,1,6,70,5,7,3,7,3,49,21,0,0,0,0,,,15,,,,,0,1569928231356.jpg,1569928337422.jpg,5.481638333333333 5.9352599999999995 4.8 5.0,5.481638333,5.93526,4.8,5,STARTED WITH 3 PIGS BUT NOW THEY HAVE 15 PIGS.,No,,,,,,,,AGATAHI PRINCEGREAT,1569928610007.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37975235,12034200-e27f-45f6-a467-906b12ebca6e,2019-10-01T11:56:30,,431
2019-10-01T11:44:33.138+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR FCA,BEETER LIFE POULTRY FARMERS FUG,POULTRY,,,,Layers,,,,Others,3807800,2529300,1278500,2529300,08-08-19,Completed,10 - 12 Months,4,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,12,4,5,5,5,5,35,35,2,0,0,0,,,,200,0,,1,0,1569926847426.jpg,1569926888358.jpg,5.4853700000000005 5.938600000000001 8.2 5.0,5.48537,5.9386,8.2,5,,No,,,,,,,,AGBACHE VELVET,1569929155988.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37975327,f8886a7b-33bb-4909-995f-00fb19442151,2019-10-01T11:58:28,,432
2019-10-01T12:26:13.248+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR,PRECIOUS PIG FARMERS,LIVESTOCK,,,Piggery,,,,,,4636800,3027600,1609200,2826900,28-03-19,Completed,7 - 9 Months,4,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,7,7,4,3,7,3,7,21,49,0,0,0,0,,,7,,,,1,,1569929309612.jpg,1569929337498.jpg,5.48135831952095 5.942615708336234 23.0 5.5,5.48135832,5.942615708,23,5.5,THEY STARTED WITH THREE PIGS AND THEY NOW HAVE 7 PIGS,No,,,,,,,,OJEI CHUKWUKA,1569929367687.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37975721,888710ce-68ff-4827-a461-c25f4832db54,2019-10-01T12:07:18,,433
2019-09-27T11:54:12.636+01:00,DELTA,BOMADI,ESANMA,SUNSHINE EARTHEN POND,FISHERY,,Fish Pond,,,,,,,2446280.99,1671830.99,774450,1671830.99,26-06-15,Completed,4 - 6 Months,4,10,0,Capacity building services Advisory Services Input Support,1,1,0,1,2,70,7,6,4,,,42,28,0,0,4,3,,1500,,,,,1,18000,1569584686405.jpg,1569584777846.jpg,5.209345 5.81262 33.8 7.4,5.209345,5.81262,33.8,7.4,DURING FLOODING WE LOST MOST OF THE FINGERLINGS. SO WE MANAGED TO BUY FEW FINGERLINGS TO SUSTAIN THE INTERVETION.,Yes,FLOODING,Flood,0,0,1,0,,ISIBOR ISIOMA,1569582382464.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37979175,167c8cc1-8581-4bfa-8143-bdd61e28a818,2019-10-01T13:06:11,,434
2019-10-01T11:58:32.386+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR,WINNER POULTRY FARMERS,POULTRY,,,,Layers,,,,Others,4554800,2964200,1560600,2944200,28-03-19,Completed,10 - 12 Months,4,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,12,5,5,5,5,5,35,35,0,0,0,0,,,,300,250,,1,0,1569927936097.jpg,1569928020647.jpg,5.4823216666666665 5.935763333333334 15.7 4.9,5.482321667,5.935763333,15.7,4.9,ABILITY TO BUY MORE BIRDS,No,,Others,0,0,0,1,,ANTHONY OBIEMENEM,1569937450518.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37982306,e48d27df-1986-43a7-883e-5e8aadd2cc31,2019-10-01T13:49:19,,435
2019-09-26T15:08:14.506+01:00,DELTA,UDU,OGHIOR,ESEGBUYOTA FISH FARMERS,FISHERY,,Fish Pond,,,,,,,2375000,1600750,774250,1600750,30-06-15,Completed,1 - 3 Months,4,10,0,Capacity building services Advisory Services Input Support People that have access to rural infrastructure services,1,1,1,1,12,1,6,8,2,8,2,56,14,0,0,0,0,,80,,,,,2,2000,1569507248002.jpg,1569507271779.jpg,5.429885 5.845653333333333 2.5 1.2,5.429885,5.845653333,2.5,1.2,IT HAS ASSISTED THE GROUP MEMBERS IN TAKING CARE OF THEIR FAMILIES ESPECIALLY IN THE AREA OF FEEDING AND PAYING THEIR CHILDREN'S SCHOOL FEES,Yes,ISSUES OF FLOODING IN THE AREA,Flood,0,0,1,0,,USULOR OBINNA EMMANUEL,1569507585029.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37984904,e9bc1344-f745-4cd7-aea7-81b48b118cda,2019-10-01T14:22:42,,436
2019-09-26T10:57:19.189+01:00,DELTA,UDU,IZAKO,OMORHO POULTRY FARMERS,POULTRY,,,,Layers,,,,,3290200,2051300,1238900,2051300,02-08-18,Completed,4 - 6 Months,4,10,0,Capacity building services Advisory Services Input Support People that have access to rural infrastructure services,1,1,1,1,12,1,6,6,4,6,4,42,28,0,0,0,0,,,,600,13,,365,85000,1569495355687.jpg,1569493143297.jpg,5.473126666666667 5.867895000000001 -9.3 5.0,5.473126667,5.867895,-9.3,5,HAVE GAINED EXPERIENCES ON POULTRY FARMING AND HAVE IMPROVED MEANS OF LIVELIHOOD AMONG GROUP MEMBERS,Yes,HIGH COST OF POULTRY FEEDS AND POOR SALES DUE TO MASSIVE PRODUCTION OF EGGS IN THE POULTRY FARMS AND NEIGHBORING FARMS,,,,,,,USULOR OBINNA EMMANUEL,1569493159358.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37984911,f89c3d2f-9a8b-4741-9154-1e163cc86d2d,2019-10-01T14:22:44,,437
2019-09-27T12:06:31.536+01:00,DELTA,BOMADI,ESANMA,HEAT UP EARTHEN FISH POND,FISHERY,,Fish Pond,,,,,,,2446280.99,1671830.99,774450,1671830.99,26-06-15,Completed,4 - 6 Months,4,10,0,Advisory Services Capacity building services,1,1,0,0,1,25,7,6,4,,,42,28,0,0,0,0,,1500,,,,,0,0,1569586773317.jpg,1569586830140.jpg,5.212386666666666 5.8047733333333325 12.0 7.4,5.212386667,5.804773333,12,7.4,FLOOD TOOK OVER THE POND AND WE COULD NOT CONTINUE WITH THE INTERVENTION.,Yes,FLOODING,Flood,0,0,1,0,,ISIBOR ISIOMA,1569582721146.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37991534,8070c603-0383-4df5-811c-b3b421074ba9,2019-10-01T16:04:36,,438
2019-10-01T17:22:08.431+01:00,EDO,OWAN WEST,UGUAN,DIVINE 2 FISH FARMER,FISHERY,,Fish Pond,,,,,,,976000,625200,350800,625200,16-08-18,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,9,9,22,6,4,6,4,2,1,1,1,1,0,,1000,,,,,3,195000,1569948639522.jpg,1569948772525.jpg,6.915511666666667 5.966606666666666 72.4 3.8,6.915511667,5.966606667,72.4,3.8,INCREASE IN CAT FISH PRODUCTION AND BOAST IN INCOME,Yes,COST OF FEEDS AND LOW POWER SUPPLY,,,,,,,IK NWAFOR,1569948073459.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37996173,3e88ddfa-911b-4fef-8237-79c32aedab90,2019-10-01T17:09:14,,439
2019-10-01T17:30:17.458+01:00,EDO,OWAN WEST,UGUAN,EHIAKHE MPCS,FISHERY,,Fish Pond,,,,,,,976000,625200,350800,625200,16-08-18,Completed,4 - 6 Months,2,10,10,Capacity building services Advisory Services Input Support,1,1,0,1,9,9,16,8,2,8,2,2,1,1,1,1,0,,1200,,,,,3,170000,1569947674715.jpg,1569947691612.jpg,6.889996666666667 5.937091666666667 69.7 3.4,6.889996667,5.937091667,69.7,3.4,INCREASE IN CAT FISH PRODUCTION,Yes,COST OF FEEDS AND LOW POWER SUPPLY,,,,,,,IK NWAFOR,1569947914903.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37996176,cdd9154b-95f4-4305-8f26-20773e1a0a6b,2019-10-01T17:09:20,,440
2019-10-01T16:46:54.330+01:00,EDO,OWAN WEST,UGUAN,UHONMORA ELITE PLANTAIN PROCESSING,CROP PRODUCTION,Plantain,,,,,,,,1230000,861000,369000,861000,16-08-18,Completed,Above 1 Year,1,10,10,Advisory Services Capacity building services Input Support,1,1,0,1,14,14,22,8,2,8,2,2,0,2,0,0,0,0,,,,,,0,0,1569949781322.jpg,1569949789391.jpg,6.911715 5.936618333333333 72.6 3.7,6.911715,5.936618333,72.6,3.7,WE ARE YET TO HARVEST BUT WE THANK GOD FOR SUCH A WONDERFUL INTERVENTION,No,,,,,,,,IK NWAFOR,1569945171499.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37996315,40a12bf2-97f1-47d1-b03d-18e60d140dff,2019-10-01T17:11:30,,441
2019-09-26T18:40:11.825+01:00,DELTA,UDU,GOD BLESS,EJIRO PLANTAIN FARMERS,CROP PRODUCTION,Plantain,,,,,,,,1968200,1289600,678600,1289600,07-08-15,Completed,4 - 6 Months,4,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,2,8,1,9,1,9,7,63,0,0,4,0,1,,,,,,2,30000,1569568321878.jpg,1569568360719.jpg,5.52858558 5.80952088 29.0 4.288,5.52858558,5.80952088,29,4.288,THE PROJECT INTERVENTION BROUGHT A POSITIVE CHANGE AND ADDED VALUE TO FARMERS IN THE GROUP THEY ARE NOW ABLE TO FEED THEIR VARIOUS FAMILIES AND SPONSOR CHILDREN TO SCHOOL,Yes,"CUMMUNAL CRISIS IN THE COMMUNITY LED TO A BREAK ON FARMING ACTIVITY 

HOODLUMS STEALING FROM THEIR FARM BEFORE HARVEST SEASON",,,,,,,DOMINIC OGBU,1569568562335.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38001930,2a79daab-14fd-4c43-8458-fa86c65d7499,2019-10-01T18:41:58,,442
2019-09-27T08:26:47.121+01:00,DELTA,UDU,GOD BLESS,UKECHA POULTRY FARMERS,POULTRY,,,,Layers,,,,,2941700,1833550,1108150,1833550,08-02-18,Completed,1 - 3 Months,4,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,24,2,6,3,7,3,7,28,42,0,0,3,2,,,,300,3,,4,36000,1569569540831.jpg,1569569627639.jpg,5.53080715 5.80668146 33.0 4.288,5.53080715,5.80668146,33,4.288,"POSITIVE IMPROVMENT IN THE STANDARD OF LIVING OF FARMERS IN THE GROUP

ITS A SOURCE OF INCOME TO SEND THEIR CHILDREN TO SCHOOL AND BUY TEXT BOOKS FOR THEM",Yes,COST OF FEEDING THE BIRDS IS VERY EXPENSIVE THIS PRESENT TIMES,,,,,,,DOMINIC OGBU,1569569940281.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38002355,feda9788-9dde-4443-a9d5-62cc1720593b,2019-10-01T18:48:54,,443
2019-09-23T15:13:12.060+01:00,DELTA,ETHIOPE EAST,OKUREKPO,GOOD FOUNDATION MPCS (VULNERABLE),PROCESSING,,,,,Pepper/Tomato Processing,,,,1302400,1302400,0,1302400,06-02-19,Completed,1 - 3 Months,3,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,9,1,6,4,6,4,6,28,42,0,0,0,0,,,,,,5,,59000,1569248150707.jpg,1569248364944.jpg,5.697100000000001 5.953106666666668 14.0 3.8,5.6971,5.953106667,14,3.8,"SUBPROJECT SUSTAINED AND FUNCTIONAL
JOB CREATED FOR GROUP MEMBERS",No,,,,,,,,OKONYE CHUKWUTEM HENRY,1569248227911.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38002372,8a376c02-073b-441c-afd5-9a9f2e672bae,2019-10-01T18:49:54,,444
2019-09-27T12:01:18.510+01:00,DELTA,BOMADI,ESANMA,GOD'S GRACE PALM OIL PROCESSING FUG,PROCESSING,,,,,Palm Oil Processing,,,,1936780.99,1437580.99,499200,1437580,16-01-15,Completed,4 - 6 Months,2,4,4,Capacity building services Advisory Services People that have access to rural infrastructure services,1,1,1,0,60,2,7,6,4,2,2,42,28,1,0,0,0,,,,,,,,0,1569585482201.jpg,1569585508990.jpg,5.208992936897075 5.812256080305812 14.394120455620747 6.0,5.208992937,5.81225608,14.39412046,6,None,Yes,THE FLOOD FOR LAST YEAR DISTROYED THE EQUIPMENT AND FARMS,Flood,0,0,1,0,,HENRY AGGREH,1569958552323.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38005174,03eac594-3d1b-4717-9cb3-73450d6ef635,2019-10-01T19:36:11,,445
2019-10-01T12:40:53.195+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR FCA,MAJESTIC POULTRY FARMERS,POULTRY,,,,Layers,,,,,4315800,2826900,1488900,2826900,28-03-19,Completed,4 - 6 Months,4,11,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,12,4,6,5,6,5,42,35,0,0,2,0,,,,350,,,0,0,1569930404729.jpg,1569930196486.jpg,5.48877 5.944143333333333 10.0 2.7,5.48877,5.944143333,10,2.7,GROUP MEMBERS WERE ABLE TO CONTRIBUTE MONEY AND BOUGHT EXTRA 1000 BIRDS,No,,,,,,,,ODERHOHWO ESE,1569930328531.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38006453,2f8c84d3-98bf-49fd-a65d-0e135ddbf174,2019-10-01T20:00:59,,446
2019-10-01T13:03:24.315+01:00,DELTA,UGHELI SOUTH,EFFURUN OTOR FCA,AGHOGHO FISH FARMERS FUG,FISHERY,,Fish Pond,,,,,,,4326300,2814750,1511550,2814750,28-03-19,Completed,4 - 6 Months,4,15,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,14,14,3,10,5,10,5,70,35,0,0,0,0,,,,,,,0,0,1569931479123.jpg,1569931503098.jpg,5.4889866666666665 5.9464 9.7 1.6,5.488986667,5.9464,9.7,1.6,NONE,No,,,,,,,,ODERHOHWO ESE,1569931559071.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38006574,6b482e1b-cb6e-4b48-adc2-51a73edb1f84,2019-10-01T20:05:35,,447
2019-09-26T12:38:15.303+01:00,DELTA,UGHELI NORTH,EHWVERHE,ERHUVWU FISH FARMERS,FISHERY,,Fish Pond,,,,,,,4316000,2801200,1514800,2801200,25-03-19,Completed,1 - 3 Months,4,10,,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,15,1,8,7,3,7,3,49,21,0,0,0,0,,,,,,,1,55000,1569498065871.jpg,1569498157375.jpg,5.61171519 5.89773034 32.0 4.288,5.61171519,5.89773034,32,4.288,THE COMMUNITY ARE HAPPY WITH THE PROJECT,Yes,THE POND IS LINKING THOUGH THEY HAVE LEAVRAGE ON THEIR NEIGHBORS POND,,,,,,,OKEREKE ASONYE WILFRED,1569498237398.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38023320,889f5467-7b7b-4d97-acb5-9ebc60e8c37e,2019-10-02T06:17:49,,448
2019-09-26T13:21:17.717+01:00,DELTA,UGHELI NORTH,EHWERHE,DODE MPCS,PROCESSING,,,,,Palm Oil Processing,,,,3115800,2259060,856740,2259060,25-03-19,Completed,1 - 3 Months,4,10,0,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,15,1,7,9,1,9,1,63,7,5,0,0,0,,,,,,41,1,400000,1569500767318.jpg,1569500802570.jpg,5.61050048 5.89291818 24.0 4.288,5.61050048,5.89291818,24,4.288,,No,,,,,,,,OKEREKE ASONYE WILFRED,1569500859421.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38024079,91131acc-fadd-4fc7-9d4f-4c46118f9e58,2019-10-02T06:34:59,,449
2019-09-26T13:46:44.904+01:00,DELTA,UGHELI NORTH,EHWERHE,FLORISH PIG FARMERS,LIVESTOCK,,,Piggery,,,,,,4270000,2781000,1489000,2781000,25-03-19,Completed,1 - 3 Months,4,10,,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,15,1,6,4,6,4,6,28,42,,0,0,0,,,14,,,,1,25000,1569502219178.jpg,1569502328255.jpg,5.60690563 5.88058188 -2.0 4.288,5.60690563,5.88058188,-2,4.288,THEY ARE HAPPY WITH WHAT THEY ARE SEEING,No,,,,,,,,OKEREKE ASONYE WILFRED,1569502374989.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38024374,2ddc5883-ec7c-4ca4-baf4-2a434886b1cd,2019-10-02T06:38:59,,450
2019-09-30T10:02:51.278+01:00,BAYELSA,EKEREMOR,AMANAGBENE,AMAEBIMO OGBO,CROP PRODUCTION,Cassava,,,,,,,,981450,699015,282435,699015,13-04-15,Completed,10 - 12 Months,2,10,10,People that have access to rural infrastructure services Input Support Advisory Services Capacity building services,1,1,1,1,12,1,3,7,3,7,3,45,25,0,0,0,0,2700,,,,,,3,35000,1569834305162.jpg,,5.0423816666666665 5.818368333333332 -0.1 4.1,5.042381667,5.818368333,-0.1,4.1,,Yes,,Flood,0,0,1,0,,SUODOH EGBUSON,1569834348280.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035918,60bc3a24-fce5-45d6-9544-7e9eee6ba7c7,2019-10-02T10:10:09,,451
2019-09-26T11:03:43.802+01:00,BAYELSA,EKEREMOR,OBIRIGBENE SFCA,,RURAL INFRASTRUCTURE,,,,,,,Rural Market,,3006000,3006000,0,3006000,11-03-15,Completed,10 - 12 Months,1,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,16,2,4,35,65,35,65,250,450,0,0,0,0,,,,,,,,,1569836469050.jpg,1569836539296.jpg,5.026526666666667 5.8200183333333335 4.0 4.1,5.026526667,5.820018333,4,4.1,WE WOULD HAVE GOTTEN A BETTER SUCCESS IF NOT FOR THE PERSISTENT FLOODING,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1569492804922.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035834,bf12627d-2d30-47b7-b491-f4276a18f4e2,2019-10-02T10:08:57,,452
2019-09-29T15:03:30.366+01:00,BAYELSA,EKEREMOR,TAMOGBENE,ARIRI IPIDI SEIOGBO,CROP PRODUCTION,Cassava,,,,,,,,1100000,815000,285000,815000,07-07-15,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,10,1,5,4,6,4,6,30,40,0,0,0,0,3000,,,,,,3,39500,1569856130402.jpg,1569856146217.jpg,5.0367983333333335 5.753164999999999 10.6 3.9,5.036798333,5.753165,10.6,3.9,THE INTERVENTION HAS HELPED US GREATLY,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1569766115458.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035855,42dee486-48b6-41ea-b2e4-62ba827432f8,2019-10-02T10:09:09,,453
2019-09-29T15:39:07.807+01:00,BAYELSA,EKEREMOR,FOUTORUGBENE,EPIDE OGBO,CROP PRODUCTION,Cassava,,,,,,,,960000,684000,276000,684000,16-06-14,Completed,7 - 9 Months,2,10,10,Capacity building services Advisory Services Input Support People that have access to rural infrastructure services,1,1,1,1,10,1,3,1,9,1,9,20,50,0,0,0,0,3200,,,,,,3,37000,1569855773175.jpg,1569855792795.jpg,5.031036666666666 5.753938333333334 4.0 3.7,5.031036667,5.753938333,4,3.7,,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1569768253414.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035877,06471fa9-ad20-4d94-9b9b-b415d055c53b,2019-10-02T10:09:27,,454
2019-09-29T20:07:22.329+01:00,BAYELSA,EKEREMOR,AMABULOU,APPEAL,CROP PRODUCTION,Cassava,,,,,,,,1014000,720000,294000,720000,20-11-14,Completed,10 - 12 Months,3,10,10,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,12,1,5,4,6,4,6,25,45,,0,0,0,3000,,,,,,4,67000,1569840118267.jpg,1569840134624.jpg,4.989841666666666 5.804623333333332 6.2 3.7,4.989841667,5.804623333,6.2,3.7,WE RECORDED SO MUCH SUCCESS DUE TO THE INTERVENTION,Yes,FLOODING ISSUES FOR THE PAST THREE YEARS,Flood,0,0,1,0,,SUODOH EGBUSON,1569784766676.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38035913,c4dbb6e5-d552-46f9-970a-50f0e191785e,2019-10-02T10:10:03,,455
2019-09-30T14:17:57.294+01:00,BAYELSA,EKEREMOR,TAMOGBENE,,RURAL INFRASTRUCTURE,,,,,,,Rural Market,,3340000,3006000,334000,3006000,14-10-15,Completed,10 - 12 Months,3,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,18,2,5,44,56,44,56,250,450,0,0,0,0,,,,,,,,90000,1569849955604.jpg,1569849982187.jpg,4.976018333333333 5.74431 -7.5 4.7,4.976018333,5.74431,-7.5,4.7,,No,,Flood,0,0,1,0,,SUODOH EGBUSON,1569850010320.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38036585,908c80d2-e2db-441c-9fd2-e0562d5ea4ce,2019-10-02T10:19:36,,456
2019-09-30T10:53:14.004+01:00,BAYELSA,EKEREMOR,AKPAKPAKIRI,,RURAL INFRASTRUCTURE,,,,,,,Rural Market,,3006000,3340000,334000,3006000,03-07-14,Completed,10 - 12 Months,3,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,15,1,5,40,60,40,60,270,430,0,0,0,0,,,,,,,,120000,1569837345784.jpg,1569837421561.jpg,5.026303333333333 5.820035 5.1 3.5,5.026303333,5.820035,5.1,3.5,,Yes,FLOODING,Flood,0,0,1,0,,SUODOH EGBUSON,1569837589508.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38036562,b1839c8a-656a-46af-84a1-274ea6dc8adb,2019-10-02T10:19:26,,457
2019-09-30T13:11:10.185+01:00,BAYELSA,EKEREMOR,NORGBENE,,RURAL INFRASTRUCTURE,,,,,,,Other,,3340000,3006000,334000,3006000,05-05-15,Completed,10 - 12 Months,3,100,100,Capacity building services Advisory Services People that have access to rural infrastructure services Input Support,1,1,1,1,20,2,5,45,55,45,55,300,400,0,0,0,0,,,,,,,,100000,1569845683301.jpg,1569845708573.jpg,4.989026666666668 5.783905000000001 -12.3 4.6,4.989026667,5.783905,-12.3,4.6,THE INTERVENTION HAS IMPROVED THE PROCESSING CAPACITY,Yes,FLOODING,Flood,0,0,1,0,,SUODOH EGBUSON,1569845749446.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38036574,4074d0cb-c9b9-4ee5-ad58-43300ae3124a,2019-10-02T10:19:31,,458
